Facility,MP Name,Source Type,Current Use Five Year Average (MGY),Enddate,Latitude,Longitude
RICHMOND QUARRY,JAMES RIVER,Surface Water Intake,113.90,2016,37.50694444,-77.41944444
REMINGTON PLANT,WELL #1,Well,0.00,2012,38.55277778,-77.78694444
Charles West Farm,POND,Surface Water Intake,0.00,2016,37.43319,-75.875853
CLOVERFIELD FARM,FARM POND,Surface Water Intake,27.18,2016,38.030406,-76.956053
Southampton Mobile Home Park,#1,Well,8.08,2016,36.59438889,-76.93341667
Courtland Town of,Nottoway Dr. #3,Well,4.02,2016,36.70861111,-77.05222222
Branchville Boykins,Branchville #2,Well,5.28,2016,36.57416667,-77.23555556
Branchville Boykins,Branchville #1,Well,4.50,2016,36.57416667,-77.23694444
Capron Town of,#2,Well,7.54,2016,36.70398333,-77.20480556
Edgehill,#1,Well,2.24,2016,36.71566667,-76.94186111
Newsoms Town of,Well #2,Well,8.36,2016,36.62861111,-77.12666667
Courtland Town of,Pine St (Aux well) #2,Well,13.39,2016,36.71805556,-77.07083333
Courtland Town of,Pine St #1,Well,22.63,2016,36.71805556,-77.07083333
Capron Town of,#1,Well,0.20,2016,36.71081667,-77.19935556
Holland Water System,"Jolly Road 4""",Well,0.00,2012,36.68111111,-76.78555556
BASF Corporation,#1 - Cretaceous Well,Well,24.53,2016,36.77584722,-76.5425
West Point Mill Water System,Mann Tract No. 2 Replacement,Well,749.21,2016,37.582677,-76.877664
Pampatike Hill Farm,House/Farm Well #1,Well,0.57,2016,37.68763889,-77.12605556
West Point Mill Water System,Magnolia St. North Replacement,Well,724.87,2016,37.555092,-76.817476
Cedar Crest Subdivision,Cedar Crest #2,Well,0.96,2016,37.71835278,-77.17773889
Cedar Crest Subdivision,Cedar Crest #1,Well,1.03,2016,37.71844722,-77.17810556
King William County - Central Garage Water System,McPW-1,Well,3.11,2016,37.75448333,-77.14993333
West Point Public Water System,West Point #3,Well,10.65,2016,37.54519444,-76.79305556
Oak Springs Subdivision,#2 ,Well,9.80,2016,37.77147767,-77.13355573
Golden Cat Division of Ralston Purina,Well #1 - Production,Well,16.42,2016,37.71722222,-77.12138889
West Point Mill Water System,Glenn Street,Well,0.00,2012,37.54668333,-76.808
West Point Mill Water System,Mann Tract #2 - Abandoned,Well,0.00,2012,37.582676,-76.87777
West Point Mill Water System,Mann Tract No. 1,Well,683.95,2016,37.582664,-76.878125
Oak Springs Subdivision,#1 - Abandoned,Well,4.68,2013,37.77455464,-77.13812687
West Point Mill Water System,Fort Street,Well,384.89,2016,37.547179,-76.808911
Venter Heights Water System,Well #2,Well,3.15,2016,37.75680278,-77.14265
West Point Mill Water System,19th Street ,Well,286.83,2014,37.540571,-76.803249
Acquinton Elementary School and Hmltn Holmes School,AES  #3,Well,2.17,2016,37.69390833,-77.03583333
West Point Mill Water System,F Street Deep,Well,247.44,2016,37.542511,-76.798622
West Point Mill Water System,24th Street,Well,582.51,2016,37.543885,-76.804557
Venter Heights Water System,Well #1,Well,2.95,2016,37.76134722,-77.14050278
West Point Public Water System,West Point #1,Well,34.62,2016,37.53105556,-76.79722222
West Point Public Water System,West Point #2,Well,64.69,2016,37.55669444,-76.79591667
West Point Mill Water System,13th Street (shallow),Well,97.23,2016,37.535092,-76.802951
West Point Mill Water System,F Street (shallow),Well,67.50,2016,37.542493,-76.79878
West Point Mill Water System,Magnolia Street South,Well,703.41,2016,37.554894,-76.817457
West Point Mill Water System,A Street - Abandoned,Well,0.00,2012,37.53788333,-76.80445833
Outdoor World Williamsburg,Main #1,Well,2.73,2016,37.38789167,-76.76844167
Fords Colony Section XXXV - (Westport),W-41 #2,Well,0.65,2016,37.29861111,-76.8025
Liberty Ridge Subdivision,W-39 #1,Well,0.41,2016,37.30813889,-76.80963889
Deer Lake Estates,US Home,Well,25.71,2014,37.3375,-76.79580556
Williamsburg Pottery Factory,GH-1,Well,0.11,2014,37.34869444,-76.75888889
JCSA - Central System,MP #1-BGD#2 (DEQ 147-294),Well,120.68,2016,37.24796955,-76.76868409
JCSA - Central System,W-4 #3 (DEQ 147-291),Well,2.44,2016,37.34716667,-76.75877778
JCSA -The Retreat,W-37 #1,Well,1.74,2016,37.41533611,-76.858075
JCSA - Central System,W-22 #3 (DEQ 147-267),Well,31.52,2016,37.26185278,-76.74283889
JCSA - Central System,W-26 #2 (DEQ 147-249),Well,17.07,2016,37.424275,-76.82010278
Mobile Estates,New Well #1,Well,3.17,2016,37.34013889,-76.76311111
JCSA -Upper County Park W 35,W-35,Well,0.00,2014,37.41416667,-76.83416667
JCSA -Racefield Subdivision W 29,W-29 #1,Well,1.42,2016,37.42686111,-76.85136111
Two Rivers Country Club,GL-1,Well,13.95,2016,37.2515,-76.85258333
Williamsburg -number 5,FC-5 Country Club,Well,0.00,2014,37.30444444,-76.78805556
Williamsburg -number 4,FC-4 Swim and Tennis,Well,0.00,2014,37.29361111,-76.79277778
JCSA -Wexford Hills Subdivision,W-28 #1,Well,4.03,2016,37.38869444,-76.71738889
JCSA - Central System,W-40 #1 (DEQ 147-233) Inactive,Well,0.00,2014,37.35416667,-76.81794444
JCSA -Ware Creek Manor Number 1 and 2  W 36,W-36 #2,Well,1.53,2016,37.41277778,-76.74416667
Busch Gardens Williamsburg Operations Dept,Italy Well - Abandoned,Well,0.00,2014,37.23555556,-76.63861111
JCSA -Glenwood Acres Subdivision W 30,W-30 Glenwood Well,Well,0.00,2014,37.3925,-76.76277778
Busch Gardens Williamsburg Operations Dept,Flume Well,Well,27.44,2014,37.23227875,-76.64763516
JCSA - Central System,W-8 (DEQ 147-108) Inactive,Well,0.00,2014,37.31888889,-76.76194444
JCSA - Central System,W-7 (DEQ 147-57) Inactive,Well,0.00,2014,37.31027778,-76.75888889
BASF Corporation,Deep Well #5,Well,0.00,2016,37.18963889,-76.60819444
Null Facility for Orphaned Wells,Deep Well #4,Well,0.00,2014,37.17663889,-76.61508333
BASF Corporation,Deep Well #3,Well,0.55,2016,37.18366667,-76.617
Windsor Public Water System,#6 Courthouse Hwy,Well,44.14,2016,36.82777778,-76.74709167
Carrsville Water System,Carrsville #2,Well,0.00,2014,36.71427778,-76.83266667
Smithfield Hog Production Farms 1 through 5,5-A,Well,3.81,2016,36.97013889,-76.84725
Smithfield Hog Production Farms 1 through 5,4-B,Well,0.00,2016,36.97627778,-76.84474167
Smithfield Hog Production Farms 1 through 5,3-A,Well,1.13,2016,36.96716667,-76.84886111
Smithfield Hog Production Farms 1 through 5,2-B,Well,0.12,2016,36.97430556,-76.84766667
Smithfield Hog Production Farms 1 through 5,2-A,Well,4.80,2016,36.97408333,-76.84772222
Carrsville Water System,CV-1,Well,1.01,2016,36.71058333,-76.82183333
Carrsville Water System,CV-2,Well,0.95,2016,36.71038889,-76.82186111
Smithfield Heights Sandy Mount Manor,SM-2,Well,4.98,2016,36.94533333,-76.64397222
Franklin Virginia Mill,8B,Well,0.00,2016,36.64744444,-76.89518889
Brewers Creek Subdivision,PW 3,Well,0.00,2014,36.92077778,-76.5255
Ashby Subdivision Water System,Ashby 1,Well,0.00,2014,36.93194444,-76.52833333
"Bayshore Concrete Products/Chesapeake, Inc.",Batch Plant #2,Well,1.15,2016,36.72525,-76.26672222
"Bayshore Concrete Products/Chesapeake, Inc.",East Boiler #1,Well,1.25,2016,36.7245,-76.26630556
Franklin Water System,Pretlow Park,Well,157.32,2016,36.65938889,-76.92588889
Franklin Water System,Hunterdale #5,Well,11.87,2016,36.69786111,-76.95513889
Colonial Williamsburg,Cascades  I,Well,0.00,2016,37.28222222,-76.69722222
Colonial Williamsburg,Palace  H,Well,12.93,2016,37.27277778,-76.70138889
Bow Creek Golf Course,East of Maintnce Bldg,Well,0.02,2016,36.81963889,-76.087
Alsco,#4,Well,8.12,2016,36.88841667,-76.17647222
Bow Creek Golf Course,10th Fairway,Well,0.67,2016,36.82083333,-76.08919444
Bow Creek Golf Course,11th Tee,Well,0.02,2016,36.82,-76.08869444
Princess Anne Athletic Complex,Production Well 3,Well,0.00,2016,36.76437778,-76.10296944
Princess Anne Athletic Complex,Production Well 2,Well,0.00,2016,36.76476111,-76.10303056
Princess Anne Athletic Complex,Production Well 1,Well,0.00,2016,36.76507778,-76.10283889
Princess Anne Country Club,Clubhouse West 1,Well,0.00,2014,36.86533333,-75.98363889
Cypress Point Country Club,Well #2,Well,0.00,2014,36.87755556,-76.16283333
Cypress Point Country Club,Well #1,Well,0.00,2014,36.87411111,-76.16141667
Princess Anne Country Club,Fairway #13,Well,6.06,2016,36.86975,-75.99263889
Hells Point Golf Club,Maintenance #2,Well,0.08,2014,36.73869444,-75.97116667
Virginia Beach National Golf Course,PW-5,Well,0.00,2016,36.76186111,-76.07613889
Virginia Beach National Golf Course,PW-4,Well,0.00,2016,36.76027778,-76.07027778
Virginia Beach National Golf Course,PW-3,Well,0.00,2016,36.76138889,-76.07444444
Virginia Beach National Golf Course,PW-1,Well,0.05,2016,36.75361111,-76.07166667
Bayville Golf Club,Potable Well (P-2),Well,0.00,2016,36.9015,-76.1135
Hells Point Golf Club,Pumphouse #2,Well,0.00,2014,36.74027778,-75.97833333
The Tradition Golf Club at Broad Bay,#6,Well,3.93,2016,36.89555556,-76.04916667
The Tradition Golf Club at Broad Bay,#5,Well,10.70,2016,36.89605556,-76.04825
"Virginia Renewable Power - Portsmouth, LLC",Well G (DEQ 220-67),Well,9.90,2016,36.87031389,-76.35172222
Null Facility for Orphaned Wells,Well #2,Well,0.00,2012,36.85413889,-76.33238889
Shared Hospital Services,SHS #2,Well,17.30,2016,36.80224167,-76.37807778
"Cintas, Portsmouth #391",RUS (also Well #3),Well,12.11,2016,36.79388889,-76.34
Null Facility for Orphaned Wells,Well 2,Well,0.00,2014,36.79805556,-76.35169167
Null Facility for Orphaned Wells,Well 1,Well,0.00,2014,36.79777778,-76.35166667
"Virginia Renewable Power - Portsmouth, LLC",Well E - Abandoned,Well,0.00,2016,36.87013056,-76.35449444
"Virginia Renewable Power - Portsmouth, LLC",Well C (DEQ 220-42),Well,2.32,2016,36.870775,-76.35198333
"Virginia Renewable Power - Portsmouth, LLC",Well B (DEQ 220-41),Well,2.12,2016,36.87078611,-76.35191111
"Virginia Renewable Power - Portsmouth, LLC",Well A - Abandoned,Well,2.46,2016,36.87077222,-76.35205556
Null Facility for Orphaned Wells,Well # 1,Well,0.00,2012,36.85405556,-76.33291667
BASF - Portsmouth Plant,North Well WE-3,Well,0.00,2016,36.86305556,-76.34361111
Capital Concrete Inc Stapleton Street Plant,Wash Down Well,Well,0.61,2016,36.84088889,-76.24022222
Sewells Point Golf Course,Well #3,Well,0.15,2016,36.92402778,-76.28369444
Capital Concrete Inc Stapleton Street Plant,Main Well,Well,6.33,2016,36.84080556,-76.24113889
"J H Miles and Company, Inc.",Well #1,Well,12.88,2016,36.85813889,-76.30963889
Lake Wright Resort and Golf Course,LWGC-1,Well,3.39,2014,36.88083333,-76.19861111
Fort Eustis,#9 Range 5 Latrine,Well,0.07,2016,37.11223056,-76.574625
Skiffes Creek Plant,Well #1,Well,0.00,2016,37.19297222,-76.57983333
Pier IX/X Terminals,PW-6 - Abandoned,Well,0.13,2014,36.97372222,-76.422
Pier IX/X Terminals,PW-1 - Abandoned,Well,0.10,2014,36.97433333,-76.42244444
Null Facility for Orphaned Wells,Smithfield Heights #2,Well,0.00,2014,36.94667222,-76.64972222
Franklin Virginia Mill,7A,Well,39.89,2016,36.652875,-76.89743333
Franklin Virginia Mill,3B,Well,771.06,2016,36.67905556,-76.90735
Richmond Cold Storage - Smithfield Plant,#1 RCS-Smithfield ,Well,5.69,2016,37.00383333,-76.62888889
Franklin Virginia Mill,Well 10A,Well,42.56,2016,36.68916389,-76.91415278
Null Facility for Orphaned Wells,Smithfield Heights #1,Well,0.00,2014,36.94666667,-76.64972222
Franklin Virginia Mill,4A,Well,745.16,2016,36.66625278,-76.910325
Franklin Virginia Mill,6A,Well,711.84,2016,36.65694444,-76.90023333
Days Point,Day's Point - Well #1,Well,4.52,2016,37.02777778,-76.60444444
Rescue Water Works,#1,Well,1.83,2016,36.99394444,-76.55827778
Sinclair Manor,Sinclair Manor Well,Well,3.55,2016,37.61963921,-77.24543479
Hanover Farms,#2,Well,2.24,2016,37.57944444,-77.29555556
Spring Meadows and Meadowgate Water System,Spring Meadow #2 (Lilac Ln),Well,20.67,2016,37.61805556,-77.34611111
Burnside Farms Mayfield Ellerson,Burnside #1 - Abandoned,Well,0.00,2014,37.62305556,-77.39361111
Barrett Learning Center,Barrett L. C. Well A,Well,0.00,2014,37.71166667,-77.35722222
High Point Farms,#1,Well,4.76,2016,37.59222222,-77.32416667
Walnut Grove,#1,Well,0.98,2016,37.60141389,-77.34672222
Burnside Farms Mayfield Ellerson,Mayfield Farm #2,Well,4.39,2016,37.62444444,-77.37777778
DuPont Hopewell Plant,North Well #2,Well,39.19,2016,37.34916667,-77.29055556
DuPont Hopewell Plant,South Well #3,Well,39.28,2016,37.34833056,-77.29
Mt Zion Rustic Public Water System,Mt. Zion #2,Well,0.00,2016,37.31505556,-76.93633333
Mt Zion Rustic Public Water System,Mt. Zion #1,Well,7.59,2016,37.30405556,-76.93444444
Home Farm & Fitchett Farm,Fitchett Farm 1 (North),Well,3.73,2016,37.65483333,-75.73052778
Seybolt Farm,Well #1,Well,0.00,2016,37.99333056,-75.51962778
Trails End Utility Company Incorporated,#6 (Replaced #1),Well,16.05,2016,37.95849722,-75.45078611
Walker Farm,#1,Well,11.60,2016,37.61536667,-75.80707222
Riverside Shore Rehabilitation Center,Well #3,Well,2.63,2016,37.75928056,-75.62249167
Lang Farm,Well #5,Well,0.00,2015,37.72141667,-75.61838889
Dreamland Homes,Well #2,Well,0.42,2016,37.72777778,-75.66383333
Dreamland Homes,Well #9,Well,0.65,2016,37.72819444,-75.66355556
Dreamland Homes,Well #7,Well,0.92,2016,37.72763889,-75.66338889
Dreamland Homes,Well #6,Well,0.42,2016,37.72777778,-75.66358333
Dreamland Homes,Well #5,Well,0.78,2016,37.72802778,-75.66383333
Dreamland Homes,Well #3,Well,0.42,2016,37.72844444,-75.66408333
Christian/Ames Farm,Fire,Well,0.00,2014,37.60151667,-75.80936944
Christian/Ames Farm,Bumble Bee,Well,0.03,2016,37.6036,-75.81494444
Shelley Farm,#2,Well,1.25,2016,37.57526944,-75.83859167
Shelley Farm,#1,Well,0.64,2016,37.57510556,-75.83856111
Bobtown Farm,#1,Well,4.29,2016,37.65587222,-75.78633611
Doughty-Drewer Complex,Drewer Farm Well #3,Well,6.65,2014,37.60491111,-75.83536389
Doughty-Drewer Complex,Drewer Farm Well #1,Well,8.67,2014,37.60473333,-75.83397778
Christian/Ames Farm,Farm-6,Well,2.79,2016,37.60445278,-75.805575
Rockahock Campground,Well #6 - Main Well,Well,2.91,2016,37.41059768,-76.93788288
Colonies,Well #1,Well,6.01,2016,37.39949167,-76.90162222
Kenwood Farms,Kenwood 1,Well,0.14,2015,37.54126944,-77.11338611
Woodhaven Water Company Incorporated,Birch Rd. #2 ,Well,1.77,2016,37.49472222,-77.12388889
New Kent Courthouse,Middle Sch Well - NK,Well,0.09,2016,37.51555556,-76.98111111
Brookwood Manor,Well #1,Well,0.17,2014,37.51941667,-77.17894444
Perry Minnow Farm Incorporated,#4 (Main),Well,26.32,2016,36.7887825,-76.69104806
Rural Point,#2,Well,9.26,2016,37.67166806,-77.33555806
Null Facility for Orphaned Wells,Harris Court Well 2,Well,15.28,2014,37.61375,-77.33861111
Strawhorne,Strawhorne Well,Well,3.70,2016,37.64773923,-77.33568168
Town of Parksley Water Works,New Well #1,Well,8.23,2016,37.78461111,-75.65030556
Christian/Ames Farm,AF 1-6,Well,0.22,2016,37.59951111,-75.81549722
Christian/Ames Farm,AF 1-5,Well,0.30,2016,37.59984444,-75.81543333
Christian/Ames Farm,AF 1-4,Well,1.02,2016,37.60014722,-75.81505278
Christian/Ames Farm,AF 2-10,Well,0.06,2016,37.59863889,-75.81149444
Christian/Ames Farm,AF 2-2,Well,0.08,2016,37.60054167,-75.810925
Christian/Ames Farm,AF 2-1,Well,0.12,2016,37.60081389,-75.81089167
Mathews Farm,Well,Well,0.00,2014,37.90198637,-75.55351793
Byrd Farm,#1,Well,0.00,2016,37.84240169,-75.59210008
Sterling Farm,#1,Well,0.00,2016,37.76638889,-75.60402778
Bull Farm aka Evans Oaks Farm,#3,Well,2.97,2016,37.68513889,-75.65947222
Bull Farm aka Evans Oaks Farm,#1,Well,0.33,2016,37.68772222,-75.65991667
Christian/Ames Farm,Farm-3,Well,2.80,2016,37.60620556,-75.805125
Christian/Ames Farm,Farm-2,Well,0.91,2016,37.60556667,-75.80428889
Solenis LLC,Well #4,Well,13.55,2016,36.65442222,-77.00362222
Solenis LLC,Well #3,Well,753.84,2016,36.65808889,-77.00765556
Solenis LLC,Well #1 &  MW-1,Well,223.13,2016,36.65026389,-76.99853333
Whispering Winds Mobile Home Park,Well #4,Well,0.77,2016,37.22051241,-77.27430014
Pine Ridge Community,Well #2B,Well,13.26,2016,37.21638889,-77.2545
David's Nursery,Container 1,Well,1.52,2016,37.53208333,-75.90191667
David's Nursery,P&P 3,Well,0.43,2016,37.52894722,-75.89663056
Twin Cedar Farms,Well #2,Well,0.15,2014,37.26369444,-75.95328611
Twin Cedar Farms,Well #1,Well,0.00,2014,37.25078611,-75.95406944
Lumber Hall Farm,Hill-B,Well,1.00,2015,37.51598111,-75.83560472
Lumber Hall Farm,GLC,Well,0.00,2015,37.51475806,-75.839495
Lumber Hall Farm,GLB,Well,0.00,2015,37.51506528,-75.83892222
Lumber Hall Farm,GLA,Well,0.00,2015,37.514845,-75.83875528
Lumber Hall Farm,BBD,Well,3.49,2015,37.51510972,-75.83418444
Sunset Beach Resort & Campground,#7,Well,0.01,2016,37.13807778,-75.97113056
YMCA Family Campground,Well #1,Well,2.26,2016,37.49497222,-75.95677778
Bayshore Concrete Products Corp Cape Charles,#3,Well,1.47,2016,37.26077778,-76.02316667
Kiptopeke State Park,Dump Station,Well,0.02,2016,37.17211111,-75.97725
Cherrystone Family Camping Resort,W-1 Production,Well,3.97,2016,37.28930556,-76.01177778
Cape Charles Municipal Corporation,East #1 - Abandoned,Well,13.73,2015,37.26861111,-76.00305556
Cape Charles Municipal Corporation,West #1 - Abandoned,Well,0.00,2015,37.26805556,-76.00611111
Shore Memorial Hospital,#1,Well,14.38,2016,37.47558333,-75.86519444
Kuzzens KMC Camp,#1,Well,0.35,2016,37.29652778,-75.95780556
Exmore Town of,Well #2,Well,20.75,2016,37.54361111,-75.82027778
Whitehouse Farms,Well #1A,Well,1.26,2016,37.5536451,-77.05721782
New Kent Courthouse,Primary Sch - NK - Abandoned,Well,0.00,2016,37.51444444,-76.98442778
New Kent Courthouse,High Sch Well (old) NK,Well,0.28,2016,37.5125,-76.98611111
Five Lakes #1 Water System,#3,Well,3.43,2016,37.50419286,-77.17732062
Bottoms Bridge,Five Lakes #6,Well,0.12,2016,37.50294848,-77.16164888
Farms of New Kent Water System,Talleysville #2,Well,35.33,2016,37.51479477,-77.06356666
New Kent Courthouse,#2 Courthouse,Well,4.43,2016,37.50798333,-76.98504444
Bottoms Bridge,Bottoms Bridge PW-1,Well,22.43,2016,37.51427904,-77.18287123
Northwest River/Western Branch Systems,WB #4 (DEQ 234-208),Well,4.74,2016,36.7855,-76.45052778
Quinton Estates,Well #2,Well,0.06,2015,37.51902222,-77.1142
Quinton Park Water System,Quinton Park Well #1,Well,2.12,2016,37.52076389,-77.17229722
Woods Edge Dispatch Station Water System,Well #3 (Lot 35),Well,1.89,2016,37.53705833,-77.20284444
Kenwood Farms,Kenwood 2A,Well,12.30,2015,37.53417222,-77.11309167
Colonial Downs Public Water System,NKD #2,Well,68.90,2016,37.48027778,-77.0075
VDOC -Saint Brides / Indian Creek Correctional Center,Well #3,Well,40.69,2016,36.61372222,-76.18266667
Null Facility for Orphaned Wells,Track Well/#3,Well,0.00,2014,36.60333333,-76.2
Norfolk City of Nursery,Well #1,Well,0.00,2016,36.61434167,-76.19154722
Indian River Water Company,#3,Well,9.40,2016,36.81736111,-76.22552778
Null Facility for Orphaned Wells,Well #2,Well,0.00,2014,36.6115,-76.18013889
VDOC -Saint Brides / Indian Creek Correctional Center,Well #1,Well,0.00,2016,36.61266667,-76.18152778
Null Facility for Orphaned Wells,P2CS,Well,0.00,2014,37.07916667,-76.44055556
Null Facility for Orphaned Wells,phase 1 construction sump (P1CS),Well,0.00,2014,37.07972222,-76.43833333
Rip Rap Road Ready Mix Plant Well 1 2 and 3,#3 Railroad Trks,Well,0.00,2016,37.03397222,-76.35283333
David's Nursery,P&P 3A,Well,3.44,2016,37.52888889,-75.89694444
Jones 3 Farm,#2,Well,4.13,2016,37.46875,-75.90063889
Mount Warren (Custis) Farms,#1 - Inactive,Well,0.00,2016,37.48786111,-75.83830556
Cape Charles Municipal Corporation,East Well #3,Well,10.85,2016,37.26873333,-76.00248333
Hermitage Farms Nursery,D/E Pond Backup Well,Well,1.36,2016,37.46973611,-75.88134722
Hermitage Farms Nursery,P in P #1 Well,Well,3.02,2016,37.47333333,-75.880225
Route 33 Corridor Water System,Rt 30 Well #1 (DEQ 163-154),Well,6.74,2016,37.49265833,-76.86319722
Null Facility for Orphaned Wells,DWS-5,Well,0.00,2014,36.758,-76.52602778
"Albert G. Horton, Jr. Memorial Veterans Cemetery",Irrigation Well #6,Well,4.84,2016,36.82575,-76.64136111
Null Facility for Orphaned Wells,Sump 4,Well,0.00,2014,36.76144444,-76.52305556
Holland Water System,Ball Field Well,Well,0.00,2012,36.68138889,-76.78111111
Western Tidewater Water Authority,Everett Well,Well,0.00,2016,36.79077778,-76.59930556
Western Tidewater Water Authority,Wilroy #2 - Abandoned,Well,0.00,2014,36.76836111,-76.53869444
Lake Kilby Water Treatment Facility,Deep Well #2,Well,644.99,2016,36.72516667,-76.60377778
Norfolk City of Utilities Four Suffolk Wells,#2,Well,3.72,2016,36.80222222,-76.63194444
Christian/Ames Farm,Farm-1,Well,0.00,2016,37.60527222,-75.80354167
Melfa Farm,#2,Well,6.92,2016,37.64363056,-75.71991389
Melfa Farm,#1,Well,14.92,2016,37.64388333,-75.72075833
Peach Orchard,Well 4,Well,0.00,2015,37.71266667,-75.65716667
Bethel Church,"Byrd Foods, Inc.",Well,0.00,2015,37.84938889,-75.59755556
Bethel Church,"Byrd Foods, Inc.",Well,0.00,2015,37.84888889,-75.59844444
Wessells/ Watkinson Farm,"Byrd Foods, Inc",Well,0.00,2014,37.75133333,-75.67825
Northam Somers,Well #4,Well,0.00,2015,37.85788889,-75.58266667
Ed Goin Farm,Well #3,Well,0.00,2015,37.82055556,-75.61586111
Mutton Hunk Fen Natural Area Preserve,Well #6,Well,0.00,2014,37.77152778,-75.57330556
Mutton Hunk Fen Natural Area Preserve,Well #1,Well,0.00,2014,37.77063889,-75.57951111
Wessells Farm,Well #3,Well,0.00,2016,37.79545,-75.55351667
"Captain's Cove Utility Company, Inc.",#4,Well,0.00,2015,38.00186111,-75.41022222
Onancock Town of,#9,Well,15.58,2016,37.70813889,-75.73719444
Onancock Town of,#7,Well,19.27,2016,37.70691667,-75.73733333
Drummond Farm,#4,Well,0.00,2014,37.87183333,-75.57766667
Goshen Farm,Well #1,Well,0.00,2014,37.82613611,-75.59250833
Virginia Farm,A7,Well,1.64,2016,37.68000556,-75.68917778
Virginia Farm,A4,Well,0.44,2016,37.68168611,-75.68834167
Virginia Farm,A3,Well,2.02,2016,37.68222778,-75.68777778
Virginia Farm,A2,Well,0.00,2016,37.68306389,-75.68694722
Virginia Farm,M4,Well,0.57,2016,37.68029722,-75.69723056
Burton Farm,Well #3,Well,0.00,2014,37.696125,-75.68083889
Gunter Farm,Well #2,Well,0.00,2014,37.67167222,-75.65888889
Rew Farm,Well #3,Well,0.00,2014,37.76613056,-75.62139444
Rew Farm,Well #2,Well,0.00,2014,37.76556667,-75.62168889
Rew Farm,Well #1,Well,0.00,2014,37.76779722,-75.61972778
